TITLE="(field)"
VARIABLES=X,Y,Z,A
ZONE T="T-Dummy" I=81, J=28, K=39, F=POINT
0.190000 0.157229 0.021951 1.000000 
0.190000 0.262048 0.021951 1.000000 
0.190000 0.366867 0.021951 1.000000 
0.190000 0.471687 0.021951 1.000000 
0.190000 0.576506 0.021951 1.000000 
0.190000 0.681325 0.021951 1.000000 
0.190000 0.786145 0.021951 1.000000 
0.190000 0.890964 0.021951 1.000000 
0.190000 0.995783 0.021951 1.000000 
0.190000 1.100602 0.021951 1.000000 
0.190000 1.205422 0.021951 1.000000 
0.190000 1.310241 0.021951 1.000000 
0.190000 1.415060 0.021951 1.000000 
0.190000 1.519880 0.021951 1.000000 
0.190000 1.624699 0.021951 1.000000 
0.190000 1.729518 0.021951 1.000000 
0.190000 1.834337 0.021951 1.000000 
0.190000 1.939157 0.021951 1.000000 
0.190000 2.043976 0.021951 1.000000 
0.190000 2.148795 0.021951 1.000000 
0.190000 2.253614 0.021951 1.000000 
0.190000 2.358434 0.021951 1.000000 
0.190000 2.463253 0.021951 1.000000 
0.190000 2.568072 0.021951 1.000000 
0.190000 2.672892 0.021951 1.000000 
0.190000 2.777711 0.021951 1.000000 
0.190000 2.882530 0.021951 1.000000 
0.190000 2.987349 0.021951 1.000000 
0.190000 3.092169 0.021951 1.000000 
0.190000 3.196988 0.021951 1.000000 
0.190000 3.301807 0.021951 1.000000 
0.190000 3.406627 0.021951 1.000000 
0.190000 3.511446 0.021951 1.000000 
0.190000 3.616265 0.021951 1.000000 
0.190000 3.721084 0.021951 1.000000 
0.190000 3.825904 0.021951 1.000000 
0.190000 3.930723 0.021951 1.000000 
0.190000 4.035542 0.021951 1.000000 
0.190000 4.140361 0.021951 1.000000 
0.190000 4.245181 0.021951 1.000000 
0.190000 4.350000 0.021951 1.000000 
0.190000 4.454819 0.021951 1.000000 
0.190000 4.559639 0.021951 1.000000 
0.190000 4.664458 0.021951 1.000000 
0.190000 4.769277 0.021951 1.000000 
0.190000 4.874096 0.021951 1.000000 
0.190000 4.978916 0.021951 1.000000 
0.190000 5.083735 0.021951 1.000000 
